                         Weight                           |  LHBCW  |  SimCW  | DiffCW  |  LHBTW  |  SimTW  | DiffTW  
--------------------------------------------------------------------------------------------------------------------------------- 
[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1]             | 3       | 1       |    2    |    2    |    1    |    1    
[0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0]             | 4       | 1       |    3    |    3    |    1    |    2    
[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]             | 3       | 1       |    2    |    2    |    1    |    1    
[0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]             | 3       | 1       |    2    |    2    |    1    |    1    
[0, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]             | 5       | 3       |    2    |    4    |    2    |    2    
[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]             | 5       | 2       |    3    |    3    |    2    |    1    
[1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]             | 5       | 4       |    1    |    3    |    3    |    0    
[1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]             | 5       | 4       |    1    |    3    |    3    |    0    
