Weight Vector               | Iso Sig                                                        | Simplified IsoSig                                              
-------------------------------------------------------------------------------------------------------------------------------------------------------------
[0, 0, 0, 0, 2, 7, 6, 5, 6] | pLLLLPvLQQQbefijilnkmmoononxxaaxrdlhvcfcjfj                    | fLAMcbcbdeehhjhxj                                              
[0, 0, 0, 1, 1, 5, 7, 6, 6] | mLLLLMLQQbefigijljjkllxxaavfeqxxhrn                            | cMcabbjqs                                                      
[0, 0, 0, 1, 1, 5, 7, 7, 5] | qLLvzMMzMAQkcdhiikjmnolkpnppohshsvaaaajfomoitg                 | cMcabbgaj                                                      
[0, 0, 0, 1, 1, 6, 7, 5, 6] | pLLLLMLLMQQbefigijnklmmmoooxxaavfeahvbcfexa                    | dLQbcbchxjn                                                    
[0, 0, 0, 1, 1, 7, 5, 5, 7] | qLLvzMMzMAQkcdhiikjmnolkpnppohshsvaaaajfoinitg                 | dLQbcbchhjw                                                    
[0, 0, 0, 1, 1, 7, 5, 6, 6] | mLLLLMLQQbefigijljjkllxxaavreqxxhon                            | fLAMcbcbdeehhjqqs                                              
[0, 0, 0, 1, 2, 7, 5, 5, 6] | nLLLLMLPQkbefigijljklmmmxxaavredxhvfcf                         | dLQbcbchxjj                                                    
[0, 0, 0, 2, 0, 6, 5, 6, 7] | sLLLLPvPMALQQbefijilhkollnrqqprrxxaaxrqbhxonoavccvr            | eLAkbcbddhhjhk                                                 
[0, 0, 0, 2, 1, 5, 7, 6, 5] | nLLLLMLPQkbefigijljklmmmxxaavfedxhvbcf                         | bkaajn                                                         
[0, 0, 1, 0, 0, 5, 7, 7, 6] | lLLLLAPQcbegiffijhkkkhhatgbfebxoo                              | bkaajj                                                         
[0, 0, 1, 0, 0, 6, 7, 7, 5] | oLLLLMLPPQcbefigijhklmmmnnxxaavfebhvbsber                      | dLQbcbchhjs                                                    
[0, 0, 1, 0, 1, 8, 5, 5, 6] | rLLwPLzAMzQPccdehfgjkjknnpmopqqawatrviarklubbofdg              | eLAkbcbddhhwqn                                                 
[0, 0, 1, 0, 2, 7, 6, 5, 5] | tLLLLMLvMAMPQkbefigijklmmpropqrsrsxxaavrehvfceibxufvro         | fvPQcdecedekrsnrs                                              
[0, 0, 1, 0, 3, 4, 6, 7, 5] | sLLvvzQAvQQAQcbjgmiihmlqooopqqrrpbfkarrfgsksfwogopc            | cMcabbgqw                                                      
[0, 0, 1, 0, 3, 7, 5, 4, 6] | rLLvwLzLQMQQcaefginnmmklmqqoqppbigomagkgrnwmmbibv              | eLAkbcbddhhjqn                                                 
[0, 0, 1, 1, 1, 6, 7, 5, 5] | vLLLLMLLAMvPQPQbefigijjklomqpsssttruuxxaavfexhvmgibvvwnnfqv    | eLAkbcbddhxjqw                                                 
