Weight Vector               | Iso Sig                                           | Simplified IsoSig                                 
-----------------------------------------------------------------------------------------------------------------------------------
[0, 0, 0, 0, 0, 5, 3, 4, 4] | lLLAwMLQccedcfhikkkjjtarvahjaxqqg                 | bkaajj                                            
[0, 0, 0, 0, 1, 3, 5, 4, 3] | lLLwPLMQccdehfgjikjkkawaugvmdmgov                 | bkaajn                                            
[0, 0, 0, 0, 1, 5, 3, 3, 4] | nLLvLPMMQkcdjifilhmmkllmuwkkokakatluwb            | eLAkbcbddhhwqn                                    
[0, 0, 0, 1, 0, 3, 4, 3, 5] | lLLAzMMPccedegfhijkkkpajaavhuxhjf                 | cMcabbgaj                                         
[0, 0, 0, 1, 0, 4, 3, 3, 5] | lLLAzMMPccedegfhijkkkpajaavqmxhjf                 | cMcabbjxr                                         
[0, 0, 0, 1, 0, 5, 3, 3, 4] | lLLwPLPQccdehfgjkijkkawatrviutrkv                 | dLQbcbchxjj                                       
[0, 0, 1, 0, 0, 3, 5, 3, 4] | mLLLLzMQQadefgkliljjklbmiwkakkkccwg               | cMcabbgqw                                         
[0, 0, 1, 0, 1, 2, 5, 3, 4] | pLLLzvQMLQQbedhglhjkllmonnoeawawawekochgfob       | cMcabbjaj                                         
[0, 0, 1, 0, 1, 4, 3, 2, 5] | kLLwLPQkacdfhhjjhijnkavmmrojcv                    | eLAkbcbddhhjqn                                    
[0, 0, 1, 0, 3, 2, 4, 3, 3] | lLLvPzQQccdigfikhkjjkawugffdvaxan                 | cMcabbjqw                                         
[0, 0, 1, 1, 1, 5, 2, 3, 3] | lLLvAPAQccedhghiikjkktloarnlatrss                 | dLQbcbchhww                                       
[0, 0, 1, 2, 0, 4, 3, 3, 3] | nLLwvMPMQkcedijlhkiklmmmuarjdmfxcubbww            | gLLPQcdcfeffhsnhqos                               
[0, 0, 2, 1, 0, 3, 4, 3, 3] | oLLLMLPvQQcbedgfhhkkllmmnnliwxgnsdoitirwc         | cMcabbjqs                                         
[0, 0, 2, 1, 2, 3, 2, 1, 5] | kLLvPMQkcdigigjhjjiawugjrasxpv                    | eLPkbcddddrwos                                    
[0, 0, 2, 1, 3, 5, 1, 2, 2] | nLvALwAPQkcdefijhikmmlmlurucjpfctknjgv            | eLAkbcbddhhwqj                                    
[0, 0, 2, 1, 4, 5, 1, 1, 2] | qLvALMzPAPMkcdefijhimmklonoppurucjafcuksvapbuc    | dLQbcbchxwn                                       
[0, 0, 2, 2, 2, 4, 1, 1, 4] | oLLLvzMQMQcbddigmljikmknnndwfanihhhvwcuuu         | gLLAQbcedfeftsqsxwk                               
[0, 0, 2, 3, 2, 2, 3, 2, 2] | oLvALALAQPccdefigjilkmlmnnpjacjvqcuvggkuv         | cPcbbbqxh                                         
[0, 0, 3, 0, 1, 4, 2, 3, 3] | pLLvvzQQPPQcdfjjhjmmkmnnloopkjkokoiipxvvfxv       | eLAkbcbddhhjhr                                    
[0, 0, 3, 0, 4, 4, 2, 0, 3] | qLLvMvPQPwQkcdfghijjmkkmoonpparassruiabgwaecbg    | dLQbcbchxjn                                       
