Weight Vector                  | Iso Sig                                                                     | Simplified IsoSig                                                           
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[0, 0, 0, 0, 0, 8, 10, 8, 9]   | qLLLLPLvQQPkbefijijmkmllonoppxxaaxfxlhfswwvclf                              | cMcabbjqw                                                                   
[0, 0, 0, 0, 0, 10, 8, 9, 8]   | qLLLLPLvQQPkbefijijmkmllonoppxxaaxrxlhfvwwvclf                              | cMcabbjxr                                                                   
[0, 0, 0, 0, 2, 8, 9, 8, 8]    | rLLLLPvPzQQPcbefijimnkpllnnoqqqxxaaxfeehxrnvrvxvc                           | hLAMzkbcbdefgghhjhhhxn                                                      
[0, 0, 0, 1, 0, 9, 7, 9, 9]    | rLLLLPvPMAQPcbefijilhkollonpqpqxxaaxrqbhxonxftfcv                           | dLQbcbchhjs                                                                 
[0, 0, 0, 1, 1, 7, 9, 9, 8]    | pLLLLPvAQAQbefijihlkmnllnooxxaaxfkqhvvrnwaf                                 | cMcabbjak                                                                   
[0, 0, 0, 1, 1, 9, 8, 7, 9]    | rLLLLPvAMQPPcbefihimjknllnpoqqqxxaucfxtucwwjxtxxa                           | jLAMzMPbcbdefghiihhjhhhhhxj                                                 
[0, 0, 0, 1, 2, 7, 9, 9, 7]    | qLLLLMLvQQPkbefigijkomnnmonppxxaavfehcgvrffcdg                              | dLQbcbchxjn                                                                 
[0, 0, 0, 2, 1, 9, 7, 7, 9]    | qLLLLMLvQQPkbefigijkomnnmonppxxaavrehcgvjffcdg                              | fLAMcbcbdeehhjhxj                                                           
[0, 0, 1, 0, 2, 8, 9, 8, 7]    | vLLLLPvvPQvMQQQbefijikqqllnrptqsttsuuxxaaxfhcvrnfusesieggfb                 | iLAwLQccbbdfgghhhhkhjlqsw                                                   
[0, 0, 1, 1, 0, 8, 9, 9, 7]    | qLLLLPvLQQMkbefijiolkmmoonnppxxaaxfuuhvcocjjaj                              | iLAwLQccbbdfgghhhhkhjlqjk                                                   
[0, 0, 1, 1, 0, 9, 8, 9, 7]    | qLLLLPvLQQMkbefijiolkmmoonnppxxaaxrluhvcfcjjaj                              | lLAMzwLQccbbdefgikjkkhhkhhhhnhxnv                                           
[0, 0, 1, 1, 2, 6, 9, 8, 8]    | qLLLLMvMQMMkbefigijjklnnoonppxxaavfxxhvvrxxrgb                              | cMcabbjqs                                                                   
