Weight Vector                  | Iso Sig                                                                | Simplified IsoSig                                                      
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[0, 0, 0, 0, 0, 7, 9, 8, 8]    | nLLAwMvQMkcedcfhilkjjmmmlajvahjxqqgxxa                                 | cMcabbgaj                                                              
[0, 0, 0, 0, 0, 9, 7, 8, 8]    | nLLAwMvQMkcedcfhilkjjmmmtarvahjxqqgxxa                                 | dLQbcbchhjs                                                            
[0, 0, 0, 0, 1, 7, 9, 8, 7]    | nLLLLMLMQkbefigijljklmmmxxaavfelxhvvrs                                 | dLQbcbchxjn                                                            
[0, 0, 0, 0, 1, 9, 7, 7, 8]    | pLLLLMLMwQQbefigijljkonomnoxxaavrelxhilagxr                            | gLAMPbcbdeffhhjhxxk                                                    
[0, 0, 0, 1, 0, 7, 8, 7, 9]    | pLLAzMMzMzQcedegfhijklmnooopajaavhuxhxhxhjf                            | eLAkbcbddhhjhk                                                         
[0, 0, 0, 1, 0, 7, 9, 8, 7]    | pLLLLMLMwQQbefigijljkonomnoxxaavfelxhmlagxr                            | eLAkbccddemken                                                         
[0, 0, 0, 1, 0, 8, 7, 7, 9]    | pLLAzMMzMzQcedegfhijklmnooopajaavqmxhxhxhjf                            | gLAMPbcbdeffhhjhhhk                                                    
[0, 0, 0, 1, 0, 9, 7, 7, 8]    | nLLLLMLMQkbefigijljklmmmxxaavrelxhvvjs                                 | fLAMcbcbdeehhjhxj                                                      
[0, 0, 0, 1, 2, 7, 8, 7, 7]    | rLLLLPvPzQAQcbefijilnkpnnmooqqqxxaaxfqqhxkbggwavc                      | fLAMcbcbdeehhjhxn                                                      
[0, 0, 0, 1, 2, 8, 7, 6, 8]    | rLLLLPvPzQAQcbefijilnkpnnmooqqqxxaaxrqqhxksggwavc                      | hLAMzkbcbdefgghhjhhhxj                                                 
[0, 0, 1, 0, 0, 7, 9, 7, 8]    | oLLLLMLMQMcbefigijljklmmnnxxaavfelxhvkjqv                              | bkaajj                                                                 
[0, 0, 1, 0, 1, 6, 9, 7, 8]    | rLLvLzMMwQAQccdjfkmhnnomkolqpqqlkffdaraxalggbqwhq                      | cMcabbjqs                                                              
[0, 0, 1, 0, 1, 7, 9, 6, 8]    | uLLvQLLzvQMMPQccdfhgilmkqomrnssrrqtthsahgpaaoiuoxcaxvgvgb              | cMcabbjak                                                              
