Weight Vector               | Iso Sig                                                     | Simplified IsoSig                                           
-------------------------------------------------------------------------------------------------------------------------------------------------------
[0, 0, 0, 0, 1, 4, 6, 5, 6] | pLLvzMAMPAQcdhifkilmjknmooohshsoakaacvsoxpm                 | bkaajn                                                      
[0, 0, 0, 0, 2, 6, 5, 4, 5] | oLLLLPLLQQcbefijijlmkmnnmnxxaaxrxdlhffcjf                   | eLAkbcbddhhjqn                                              
[0, 0, 0, 1, 0, 4, 6, 6, 5] | pLLLLLLMQMQbefiigmkljnnmmooxxaaffqxhorrrnuv                 | cMcabbgqw                                                   
[0, 0, 0, 1, 1, 4, 6, 5, 5] | pLLvzQMzPMQcdhiffjklmnlooonhshsfoaaaskoxpmg                 | cMcabbgaj                                                   
[0, 0, 0, 1, 1, 4, 6, 6, 4] | lLLvMzQQccdfggihkkjjkuwxjjkkxxlmf                           | cMcabbjqs                                                   
[0, 0, 0, 1, 1, 6, 4, 4, 6] | lLLvMzQQccdfggihkkjjkpwxggkkiilmf                           | gLLPQcdcfeffhsnhqos                                         
[0, 0, 0, 2, 0, 5, 4, 5, 6] | rLLLLPvPMAMQcbefijilhkollonqqpqxxaaxrqbhxonxoabcv           | dLQbcbchhjs                                                 
[0, 0, 1, 0, 0, 4, 6, 5, 6] | kLLLLMQkbeghhjijiijelqafxfxfou                              | cMcabbjqw                                                   
[0, 0, 1, 0, 0, 5, 6, 6, 4] | nLLLwLLQQkadffhmllmjkmlkbmaguxbbwnnwbn                      | cMcabbjxr                                                   
[0, 0, 1, 0, 2, 6, 5, 4, 4] | sLLvAwLPMwQPQcdfhfmnlkokponrqrrqhsahsaagjaoutnxjwcc         | fLLQcbeddeehhnkxx                                           
[0, 0, 1, 1, 0, 6, 4, 5, 5] | mLLvLLQQQceiilkkkhjjllaqxvameqwwwit                         | hLALAkbcbeffggxxjnmxkk                                      
[0, 0, 1, 1, 1, 5, 6, 4, 4] | uLLvQLLzLPzMQQccdfhgilmnppmsqqortssthsahgpaaphioxwwcnxnjg   | dLQbcbchxjn                                                 
[0, 0, 1, 1, 1, 6, 5, 4, 4] | qLLwPLwLAPQkcdehfjjjklopnonppawaurxxrgraxcmbab              | fLAMcbcbdeehhjqqw                                           
[0, 0, 1, 1, 2, 5, 4, 3, 6] | mLLLMvAQQcdgfgkjljjkllhshegpuaukjon                         | hLALPkbcbegfgghhjshqos                                      
[0, 0, 1, 1, 2, 6, 4, 3, 5] | mLLLPLzQQccfegjiilklkllnainputajgws                         | gLLAQbcedfeftsqsqww                                         
[0, 0, 1, 1, 3, 4, 5, 5, 3] | mLvALPPAQbefehjihkkllllalpvtfgilogj                         | eLPkbcddddrwos                                              
[0, 0, 1, 2, 0, 4, 5, 5, 5] | mLLLLMAAQbeghhjijkjlllelqafxfxquqfo                         | eLAkbcbddhxjqw                                              
[0, 0, 1, 2, 1, 6, 3, 4, 5] | qLLwPLzwMQPkcdehfgjimlnooonppawatrvittktdujvwg              | gLLAQacdefffnkqxqlu                                         
[0, 0, 1, 3, 1, 5, 3, 3, 6] | pLLvvMLQPQQcdfjnhiimonmllooukcsakfftajsvcsj                 | fLAMcbccdeeemkihn                                           
[0, 0, 2, 0, 0, 6, 5, 5, 4] | pLLLLLvAQQQaefhhklomkonnmmobxiaapsxfrxkkoot                 | bkaajj                                                      
[0, 0, 2, 0, 3, 7, 3, 3, 4] | mLLwMLAQPcedghhgijkjllapsmnwvavfohj                         | fLAMcbcbdeehhwqxr                                           
[0, 0, 2, 1, 0, 5, 4, 5, 5] | mLLLLPAAQbeghhjijkjllltmqajafaqiqfo                         | hLAMzkbcbdefgghhjhhqqw                                      
[0, 0, 2, 1, 1, 4, 5, 3, 6] | mLLLMvAQQcdgfgkjljjkllhshigtuaukfgc                         | eLAkbccddemken                                              
[0, 0, 2, 1, 2, 4, 3, 4, 6] | oLLLLPPvQQcbefijihjknllnmnxxaaxrjxhvcbvgb                   | gLAMPbcbdeffhhjhhhr                                         
[0, 0, 2, 1, 2, 7, 3, 3, 4] | lLLvzPQQccdgjkjjihkiklclqaqawrpra                           | gLLAQbcedfeftsqsqwj                                         
[0, 0, 2, 1, 3, 4, 5, 5, 2] | mLvLMLPQQbdhgjkhikljllewxkuaontqewn                         | fLLQcbeddeehhokum                                           
[0, 0, 2, 1, 4, 3, 4, 3, 5] | nLLvPzAQMkcdigfikljkjlmmawugffdatltvic                      | cMcabbjaj                                                   
[0, 0, 2, 2, 1, 5, 3, 4, 5] | qLLvvPLQMMQkcdllkkhiinoopmpopukaiuukfftawkvgsg              | fLAMcbcbdeehhwhxj                                           
[0, 0, 2, 2, 2, 5, 3, 5, 3] | nLLwLMLMQkcedghijimmklmllajnrnhcdsnvgc                      | eLAkbcbddhhwqn                                              
[0, 0, 2, 3, 2, 4, 3, 4, 4] | oLLLLvMQMQcadeilmhijkknnmnbxtdlatjvjwllkx                   | dLQbcbchxjj                                                 
[0, 0, 3, 0, 1, 6, 4, 5, 3] | pLLvvPQPPMQcbjkkgimjkmlnnootbfaajfmouelswxo                 | cMcabbjak                                                   
[0, 0, 3, 0, 4, 6, 4, 2, 3] | oLvAwMwMQMccdefhijjlkmmlnnuruqjaiqcogcjlo                   | dLQbcbchxwn                                                 
[0, 0, 3, 1, 1, 6, 4, 4, 3] | nLLAvLMQMkbdedhhlijkkmmmhgakedtbvcsqtx                      | gLALQbcbefffxxnnmxm                                         
[0, 0, 3, 1, 2, 6, 4, 3, 3] | pLLLALQvAPQbedgfhhijlmnnonotpnxheehbxjaxaag                 | gLLPQcdcfeffhsrhqos                                         
[0, 0, 3, 1, 3, 4, 5, 3, 3] | tLLvvwwQwAQQAkcdfjhinolqpopmrporsstkskjfhuuwwfnfhsclfc      | eLAkbccddemkij                                              
[0, 0, 3, 1, 3, 7, 2, 2, 4] | lLLvzPQQccdgkkkjihjijlclqaqawrerq                           | hLALAkcbbeffggqhknmxkj                                      
[0, 0, 3, 2, 3, 4, 2, 3, 5] | tLLvvzQQvwQAQkcdfjkkhiinmoqqqpsrrsukfkuukffwwfmpeftpoc      | eLAkbcbddhhjhr                                              
[0, 0, 4, 0, 3, 6, 3, 2, 4] | uLLvPzwLPMPQzQccdhgfjijmkooroqpsttsthshgfdcgvbrnagavuaewu   | eLAkbcbddhxjqs                                              
[0, 0, 4, 0, 3, 7, 2, 3, 3] | kLLvzQQkcdgffjihjijlclofawrerq                              | gLLAQbcedfeftsqsxwk                                         
[0, 0, 4, 0, 5, 1, 4, 3, 5] | nLLvAMwQAkaefhigilkjllmmbiggiolllwvvxj                      | eLAkbcbddhhjhk                                              
[0, 0, 4, 0, 6, 7, 2, 1, 2] | nLvAwwQzQkcdefhjkillklmmuruqjpxxxogkac                      | dLQbcbchhjw                                                 
[0, 0, 4, 1, 2, 2, 5, 4, 4] | nLLvzAMQMkbehggiiljklmmmxxavcvvacdmonn                      | cPcbbbqxh                                                   
[0, 0, 4, 1, 2, 4, 3, 4, 4] | qLLvzPPAzAQkcdifgjhliklnnooppawufravlvfflttgvb              | gLLAQbdedfffdwqsujs                                         
[0, 0, 4, 1, 3, 2, 5, 3, 4] | nLLvLAMMQkbefiihijkklmmmxxxccvvvpxdnnj                      | eLMkbcdddhhhqx                                              
[0, 0, 4, 1, 4, 3, 2, 3, 5] | mLLvMPPMQcdhgjhgikllklhslgaffrlprkb                         | hLLAMkbdedfgggdwqsuqxh                                      
[0, 0, 4, 1, 4, 3, 4, 1, 5] | oLLAvzMQPPcbdedghkijlmmnnnhgakfdfbvkaauxj                   | fLLQcacdeeejkaqnv                                           
[0, 0, 4, 1, 4, 5, 2, 1, 5] | pLLALLLLQPQbecdghklnknlmooohhofbdbviouglcck                 | gLALQbcbefffhxjnmxm                                         
