Weight Vector               | Iso Sig                                     | Simplified IsoSig                           
-----------------------------------------------------------------------------------------------------------------------
[0, 0, 0, 0, 1, 2, 4, 3, 4] | oLLwPLQLzQccdehfgjiillmnmnawatgvmmxaxxwob   | cMcabbgqw                                   
[0, 0, 0, 0, 2, 4, 3, 2, 3] | pLLwLQzMLAQcedgihijkknlmnootarnjsnliiaghoiv | cMcabbjqw                                   
[0, 0, 0, 1, 0, 4, 2, 4, 3] | oLLwPLAMLQccdehfgijilmlnmnawaurvqiqdiqngc   | dLQbcbchxjj                                 
[0, 0, 0, 1, 1, 2, 4, 4, 2] | lLLvzQPQccdfgfihjkkjkpkinfgkdhxig           | cMcabbgaj                                   
[0, 0, 0, 1, 1, 4, 2, 2, 4] | kLLvzQQkcdfgfjjhiijukiwfpukffl              | fLLQcacdeeenkqxvn                           
[0, 0, 0, 2, 0, 3, 2, 3, 4] | pLLLLLLPAQQbefiijmhlkonmmnoxxaarxqbhrdbonoc | bkaajj                                      
[0, 0, 1, 0, 1, 1, 4, 3, 4] | mLLLPMzMQaceghfijkllklbckcdnaaauaev         | cMcabbjaj                                   
[0, 0, 1, 0, 1, 5, 2, 2, 3] | oLLwMLMzQPccedghhgkkjlmmnnapsmnwvacoemvlo   | dLQbcbchhww                                 
[0, 0, 1, 0, 2, 2, 4, 2, 3] | lLLwPzMQccedghigjkjkkatwakivpigjc           | cMcabbjak                                   
[0, 0, 1, 0, 2, 4, 3, 2, 2] | jLLLAAQbedgfghiiitanxhsxavc                 | dLQbccchhrw                                 
[0, 0, 1, 0, 2, 5, 2, 2, 2] | kLLLMLQkbedgfghijijdanxvoshhwv              | cMcabbjxr                                   
[0, 0, 1, 1, 0, 4, 2, 3, 3] | lLLvQLPQccefghhiikjkkhaaehoatisss           | gLLAQbcedfeftsqsqsw                         
[0, 0, 1, 1, 1, 4, 3, 2, 2] | kLLwPwQkbdehgfijjijlveuwrhaqhn              | dLQbcbchhjw                                 
[0, 0, 1, 1, 2, 4, 2, 1, 3] | kLLLPMMkccfehgiijjjlnaigbpxddn              | fLLQcaceeedjkuxkj                           
[0, 0, 1, 3, 1, 3, 1, 1, 4] | oLvAwLPPMQccdefiijklkmmlnnpjaqaeeqtgjnbub   | eLPkbcddddrwos                              
[0, 0, 2, 0, 3, 5, 1, 1, 2] | lLvAALPQcadfegjikjkkjbaxcvtegbcos           | eLAkbcbddhhwqj                              
[0, 0, 2, 1, 0, 3, 2, 3, 3] | kLLLLMQkbefhhiiijjjelqaffofhhu              | fLAMcbcbdeehhjqqw                           
[0, 0, 2, 1, 1, 4, 1, 3, 2] | lLLwMvQQccedghhhikkjkalsmrccpwkvc           | eLAkbcbddhhwhr                              
[0, 0, 2, 1, 2, 2, 1, 2, 4] | mLLvLAPQQcdifjjhjilllkpkogvokorimgb         | eLAkbcbddhhjhr                              
[0, 0, 2, 1, 2, 2, 3, 0, 4] | mLLwLAMAQcedfhihikjklltargrnwopicib         | cPcbbbqxh                                   
[0, 0, 2, 2, 2, 3, 1, 3, 1] | lLLwMwMQccedgfhikikjkuarajjxauggb           | dLQbcbchxjn                                 
[0, 0, 3, 0, 3, 4, 1, 0, 3] | mLLLALLQQaegfehiljlkklbmmgclrgonoos         | eLAkbcbddhxjqw                              
[0, 0, 3, 0, 3, 5, 0, 1, 2] | nLvAAvPPQkadfegikilmlmmlbaacvajvcljplv      | fLLQcbeddeehhokum                           
[0, 0, 3, 1, 1, 4, 2, 2, 1] | lLLLLLQQcbedgjhjikjkkxxfvlnlwpxpl           | fLAMcbccdeeemkihr                           
[0, 0, 3, 1, 2, 1, 3, 3, 1] | kLLvzQQkcdghijiijhjpwpscujwakh              | eLMkbcdddhhhqx                              
[0, 0, 3, 1, 2, 4, 2, 1, 1] | kLLvLQQkcdghfiihjjjpwgbfrwkosn              | fLLQcacdeeejkqxvn                           
[0, 0, 3, 1, 3, 4, 0, 0, 3] | kLLvLQQkcdeijigihjjtgsgbbvrjff              | gLLPQaceedffjkxknnn                         
[0, 0, 3, 2, 2, 4, 1, 1, 1] | kLLvPMQkcdhgihjjihjhshgscauvne              | gLLPQcdcfeffqsnhqos                         
[0, 0, 3, 2, 3, 0, 2, 2, 2] | oLvAMwwAQPccdegfhjkljlmmnnuruacoqacvrttgc   | eLPkbcdddhrrnk                              
[0, 0, 4, 0, 3, 1, 1, 2, 3] | kLLvzQQkcdijfghjhijawudfrsavvu              | fLAMcbccdeeemkiqj                           
