Weight Vector               | Iso Sig                                                   | Simplified IsoSig                                         
---------------------------------------------------------------------------------------------------------------------------------------------------
[0, 0, 0, 0, 0, 4, 6, 5, 5] | kLALMLMkbcbefgihjjjaifwaaxxqaq                            | bkaajn                                                    
[0, 0, 0, 0, 0, 6, 4, 5, 5] | kLALMLMkbcbefgihjjjaifwaahhqqa                            | eLAkbcbddhhjqn                                            
[0, 0, 0, 0, 1, 6, 4, 4, 5] | lLLLvAQQcadeghhkkijjkbmmvaaaqkkkk                         | cMcabbgaj                                                 
[0, 0, 0, 1, 0, 4, 5, 4, 6] | mLLAzMMzQcedegfhijklllpajaavhuxhxet                       | bkaajj                                                    
[0, 0, 0, 1, 0, 4, 6, 4, 5] | qLLvvLQMLQQkcbkkgiijmoppmpnnoubuukffoaubbwwovg            | cMcabbgqw                                                 
[0, 0, 0, 1, 0, 5, 4, 4, 6] | mLLAzMMzQcedegfhijklllpajaavqmxhxet                       | dLQbcbchhjs                                               
[0, 0, 0, 1, 2, 4, 5, 4, 4] | oLLLLLLPQQcbefiijmnklkmmnnxxaafxqqxhrwwkb                 | cMcabbjqs                                                 
[0, 0, 0, 2, 1, 5, 3, 4, 5] | rLLwPLvAzQPQccedhghimnnomopnqpqtarannhnxainehtbgv         | cMcabbjqw                                                 
[0, 0, 1, 0, 1, 5, 4, 3, 6] | lLLPvwQQccdcfgkkhijjkhsnaollfongw                         | fLAMcbcbdeehhjhxj                                         
[0, 0, 1, 0, 2, 6, 4, 3, 4] | oLLwvAvQQQccedhjkjnnjklnmmpajrapdutddjssb                 | dLQbcbchhjw                                               
[0, 0, 1, 1, 1, 6, 3, 3, 5] | kLLvzQQkcdefgjjhiijukdkspukffl                            | gLLAQacdefffnkqxqlu                                       
[0, 0, 1, 2, 0, 5, 4, 4, 4] | oLLvQwPLAQccdfhgfkjmjlmnnnhsahgsauaswepdr                 | hLALPkbcbegfgghhjshqos                                    
[0, 0, 1, 2, 2, 2, 5, 5, 3] | qLvAMzwMPLQkadfeehikjnmonpoppbatcvaxjwlqjfurpt            | cMcabbjaj                                                 
[0, 0, 1, 3, 1, 5, 3, 3, 4] | pLLvzQLzQPQcdiifghjlmlmnnooawtjfrvdgfrobjxb               | fLAMcbccdeeemkihn                                         
[0, 0, 2, 0, 0, 4, 5, 5, 4] | nLLLwLAQPkadffhjkjjkllmmbaigduuccwffmw                    | cMcabbjxr                                                 
[0, 0, 2, 0, 1, 6, 3, 4, 4] | mLLvMLPQQcdefjlhiiklkltgmkqajffhnjj                       | gLLAQbcedfeftsqsqsw                                       
[0, 0, 2, 0, 3, 5, 3, 2, 5] | nLLvwMAPQkaefjgjilllmkmmbigiolmuagfwgg                    | eLAkbcbddhhwqn                                            
[0, 0, 2, 0, 4, 6, 3, 2, 3] | nLvAwwMAQkcdefhjijiklmlmuruqjpxqmgvawc                    | dLQbcbchxjn                                               
[0, 0, 2, 1, 0, 4, 5, 4, 4] | oLLvLLMQMQccdillmmhjjknnlntgsqappjffmasrn                 | eLAkbccddemken                                            
[0, 0, 2, 1, 1, 5, 3, 3, 5] | oLLvPMzwQQccdfggihllkknnmnlfdggwrabfobvvc                 | fLAMcbcbdeehhwhxj                                         
[0, 0, 2, 1, 2, 4, 3, 6, 2] | mLLLLMPMQadehfjkiillklbxlawlapjapkl                       | dLQbcbchxjj                                               
